rainfall_mm,soil_moisture_pct,displacement_mm,pore_pressure_kpa,slope_angle_deg,risk_label
73.6,37.0,2.96,56.8,38.7,Warning
19.8,62.6,0.16,14.3,30.2,Watch
27.9,41.2,4.2,23.5,25.2,Safe
42.9,88.0,0.01,6.0,18.9,Safe
32.3,43.6,1.1,45.6,23.0,Safe
6.1,47.0,2.1,33.8,42.7,Watch
64.9,54.5,1.42,60.2,25.3,Watch
34.3,60.1,1.1,22.7,50.1,Watch
51.9,46.4,5.33,50.1,38.3,Watch
68.3,54.1,8.19,31.2,23.8,Watch
4.5,48.3,6.21,28.6,25.9,Safe
68.7,31.0,2.22,25.7,10.9,Safe
185.5,26.1,6.47,17.3,27.6,Danger
56.0,57.6,7.61,35.6,51.5,Warning
100.5,72.3,1.58,33.2,48.3,Warning
80.9,15.6,1.0,6.4,48.1,Safe
67.0,19.2,0.31,0.0,38.1,Safe
82.9,19.0,1.96,25.3,30.2,Watch
92.6,59.0,8.77,47.4,33.0,Warning
95.2,60.5,2.47,33.3,37.4,Warning
13.5,27.4,3.3,10.5,31.8,Safe
86.4,84.7,0.36,3.4,24.1,Watch
33.9,38.1,0.46,47.3,31.3,Watch
97.5,70.8,1.87,5.2,18.5,Watch
59.6,59.6,9.06,41.4,37.9,Warning
13.3,27.8,1.34,38.5,22.9,Safe
106.6,37.5,6.3,54.5,37.7,Warning
21.6,29.3,0.38,20.6,21.2,Safe
32.5,20.8,2.88,44.1,30.3,Watch
123.6,40.4,2.75,51.0,34.7,Warning
46.5,23.4,5.9,9.9,30.4,Safe
31.4,41.9,0.01,32.0,38.4,Safe
39.3,79.8,0.63,29.4,36.5,Watch
30.9,57.5,0.74,14.0,27.8,Safe
73.5,35.0,8.99,34.0,26.1,Watch
31.6,33.5,0.5,12.5,25.4,Safe
40.3,37.8,0.11,35.7,24.0,Safe
63.3,82.3,2.29,62.6,53.0,Danger
58.3,25.4,2.26,26.9,25.7,Watch
23.2,45.0,5.57,28.6,42.9,Warning
74.1,53.4,8.92,51.2,33.6,Danger
27.1,66.9,2.32,48.9,28.4,Watch
16.6,39.0,7.98,20.7,33.9,Safe
6.9,27.7,3.87,40.3,34.5,Safe
36.2,50.2,0.92,0.0,14.4,Safe
8.7,68.7,7.91,14.9,31.2,Watch
20.5,40.1,3.3,46.0,32.1,Safe
41.1,29.9,1.6,22.3,28.7,Safe
91.3,47.0,3.42,27.0,10.8,Watch
33.3,15.8,1.54,16.1,28.7,Safe
10.8,41.1,0.36,13.7,48.1,Safe
38.3,66.2,3.81,0.0,37.5,Watch
88.9,60.7,5.21,24.6,21.5,Watch
32.6,42.4,3.91,37.0,40.9,Safe
102.0,74.9,0.78,33.7,20.9,Warning
41.0,79.4,9.41,17.5,34.7,Warning
68.9,57.0,0.08,8.6,34.8,Safe
49.1,18.6,1.21,24.4,28.3,Safe
98.6,11.2,0.9,10.1,42.4,Safe
156.2,69.9,0.15,18.5,39.5,Warning
28.3,49.4,1.56,31.9,24.2,Safe
47.0,74.4,2.93,16.9,29.1,Watch
91.2,20.9,6.43,49.3,23.4,Watch
50.4,42.1,13.72,14.3,26.3,Watch
6.5,63.5,4.95,20.9,38.5,Watch
33.0,31.9,1.9,42.7,31.9,Safe
50.1,63.3,3.86,40.4,42.3,Danger
117.2,42.8,5.57,37.7,16.2,Watch
45.1,45.5,1.88,20.4,34.8,Watch
19.2,23.7,4.61,38.8,40.3,Safe
51.0,49.5,1.98,41.9,33.0,Watch
109.4,84.5,1.47,36.6,18.4,Warning
24.6,52.0,2.24,29.5,21.5,Safe
27.4,30.7,3.38,38.7,41.1,Safe
25.0,70.1,3.89,28.9,26.7,Safe
12.4,31.3,1.32,36.1,24.2,Safe
43.6,76.0,2.54,31.1,28.6,Watch
39.8,22.1,7.22,7.3,29.5,Safe
7.3,49.9,11.23,21.2,43.9,Watch
20.6,72.5,0.77,61.2,14.5,Safe
48.0,29.4,0.64,0.9,37.8,Safe
67.8,46.5,3.39,53.3,46.6,Watch
81.1,65.8,1.61,39.4,41.5,Warning
71.7,5.0,0.07,30.5,55.2,Safe
41.6,61.7,1.28,4.8,27.4,Safe
10.3,43.4,4.93,30.0,40.9,Safe
34.8,71.0,4.79,18.8,31.1,Watch
2.4,30.1,2.05,47.8,26.8,Safe
48.2,20.0,1.92,20.0,9.8,Safe
23.9,35.2,2.6,25.9,27.4,Safe
4.3,34.8,0.74,33.7,42.7,Safe
54.9,41.3,2.24,20.3,14.8,Safe
108.5,36.6,0.03,44.4,53.0,Watch
8.8,8.9,1.94,25.6,36.1,Safe
58.2,43.3,1.23,1.8,20.9,Safe
30.2,49.2,3.37,32.3,34.3,Safe
21.6,41.5,3.05,42.1,38.9,Safe
21.6,50.2,1.44,51.6,27.1,Safe
30.2,46.5,0.02,38.3,25.8,Safe
30.1,20.1,0.87,47.3,51.7,Safe
40.3,39.6,3.01,37.4,28.6,Safe
19.7,47.1,0.23,15.6,30.6,Safe
23.6,40.7,0.34,18.3,45.2,Safe
62.2,18.1,3.12,0.0,31.3,Safe
18.2,67.0,4.23,26.7,39.6,Watch
50.5,27.5,1.16,39.8,27.3,Safe
31.5,22.6,2.02,6.3,25.0,Safe
26.4,45.7,8.74,49.4,35.8,Watch
132.1,39.3,8.73,28.5,22.2,Danger
12.7,55.8,1.1,16.6,36.1,Safe
113.5,60.7,4.98,6.3,22.8,Watch
74.8,58.0,2.7,54.9,36.0,Watch
24.5,45.0,11.13,47.7,44.4,Warning
76.2,55.0,1.95,23.9,12.1,Safe
1.1,16.9,4.47,43.9,27.9,Safe
22.5,64.7,4.38,26.9,12.4,Watch
18.4,37.7,2.06,20.9,29.1,Safe
55.4,80.5,4.76,20.2,35.4,Danger
68.7,65.2,0.91,26.5,28.6,Watch
54.7,41.4,0.39,24.0,10.6,Safe
45.8,45.4,1.66,30.9,41.0,Watch
79.8,66.3,8.63,54.1,17.4,Danger
72.1,5.0,2.08,64.2,40.4,Safe
23.9,42.1,3.03,12.0,24.5,Safe
26.3,75.6,2.94,36.9,23.3,Watch
69.3,60.2,0.43,33.1,32.1,Watch
40.0,29.9,1.48,38.0,42.7,Watch
42.2,50.7,3.68,23.2,51.6,Watch
46.5,27.4,10.73,38.2,27.9,Watch
6.8,38.9,0.55,9.3,19.0,Safe
23.0,51.0,1.59,80.7,35.5,Watch
58.9,54.2,0.3,34.4,18.6,Safe
22.8,58.1,0.83,41.0,39.4,Safe
34.5,67.2,1.42,13.2,36.4,Watch
58.6,23.5,2.33,19.6,45.5,Safe
82.8,45.4,0.79,8.0,42.5,Warning
89.7,29.7,0.77,51.8,33.4,Watch
93.1,37.8,4.51,13.4,32.3,Safe
37.1,31.4,9.86,27.2,23.1,Safe
34.1,54.0,1.17,27.8,22.9,Safe
14.3,64.0,3.49,37.1,31.6,Watch
108.9,64.9,0.9,10.6,21.2,Watch
33.0,25.1,7.89,42.9,29.3,Safe
107.2,42.8,3.35,48.7,27.3,Warning
51.5,24.6,4.87,20.1,37.9,Safe
85.5,24.0,0.15,29.5,31.8,Watch
39.1,33.1,2.74,39.4,41.9,Safe
62.8,51.2,2.25,33.8,29.0,Watch
87.5,54.3,1.04,15.0,20.3,Safe
27.5,56.8,0.91,40.5,37.5,Safe
93.5,55.7,2.6,52.7,30.8,Danger
16.2,29.7,3.68,52.6,29.3,Safe
129.8,66.3,0.1,38.6,27.8,Watch
46.6,59.5,2.51,41.5,31.9,Watch
23.3,37.6,0.56,24.2,29.3,Safe
73.7,38.3,0.45,16.2,37.2,Safe
53.3,33.2,2.93,29.0,39.4,Safe
7.3,21.7,1.12,64.0,28.3,Safe
30.2,57.0,1.74,22.0,52.0,Safe
17.0,59.8,1.34,36.5,26.3,Safe
18.4,28.3,3.14,35.7,32.2,Safe
17.8,22.8,1.91,24.4,15.8,Safe
60.7,28.1,9.93,52.3,31.0,Watch
77.7,47.0,1.3,53.8,30.0,Watch
21.5,20.1,4.04,70.0,31.5,Watch
5.2,65.3,0.89,18.0,41.8,Safe
150.1,64.2,2.13,36.1,48.8,Danger
47.0,52.6,2.41,31.3,43.1,Safe
74.1,59.6,1.2,19.7,31.0,Warning
35.7,46.1,1.91,20.0,34.0,Safe
3.8,53.4,0.98,32.5,47.2,Safe
56.5,21.6,0.02,23.0,22.0,Safe
120.9,70.0,0.73,15.3,39.8,Warning
24.5,36.2,3.61,31.9,23.1,Safe
3.3,42.7,4.42,13.4,43.4,Safe
14.2,89.8,0.99,23.0,30.7,Safe
76.6,41.0,1.57,35.4,23.2,Watch
53.0,58.3,0.11,28.0,25.4,Watch
93.7,54.3,0.81,26.1,27.0,Watch
42.0,21.0,4.53,57.1,41.5,Watch
67.9,27.0,2.79,51.0,45.4,Safe
29.5,81.6,0.69,31.2,28.0,Safe
15.3,55.4,0.89,14.8,23.3,Safe
68.0,44.7,5.09,42.2,52.3,Warning
77.5,35.4,0.7,67.9,40.2,Watch
25.0,50.8,1.22,50.5,24.2,Safe
113.7,52.5,3.28,10.5,35.6,Warning
115.8,49.1,2.47,27.0,27.9,Watch
17.9,64.2,1.85,19.0,19.1,Safe
18.7,29.4,6.9,16.1,28.9,Safe
19.5,27.0,0.74,47.0,18.3,Safe
37.7,63.8,4.06,46.7,27.2,Watch
30.7,83.0,0.52,56.6,28.1,Watch
12.1,60.2,2.87,40.2,26.6,Safe
20.1,68.4,6.14,29.3,41.1,Warning
4.0,43.7,1.84,32.8,36.0,Safe
5.0,49.8,3.87,16.4,25.6,Safe
9.8,49.5,5.15,50.6,35.2,Safe
144.7,44.0,0.44,18.9,45.1,Danger
133.3,70.4,3.67,23.9,23.7,Danger
70.8,65.1,7.57,25.4,18.9,Danger
25.2,37.8,2.58,0.0,21.2,Safe
9.6,15.4,0.62,43.0,35.8,Safe
41.3,43.9,0.41,15.8,46.9,Safe
57.6,24.2,0.9,40.3,40.5,Safe
21.8,45.4,0.33,23.3,44.8,Safe
55.4,25.6,2.16,23.1,10.0,Safe
14.1,67.6,0.22,13.3,23.7,Safe
25.7,57.3,0.76,50.8,20.8,Safe
33.9,56.9,1.74,54.2,37.6,Safe
135.9,64.3,1.93,45.0,30.0,Danger
19.8,52.0,2.5,34.0,5.0,Safe
57.4,54.8,3.67,32.0,39.6,Warning
17.1,70.8,0.15,46.3,43.7,Watch
15.0,42.6,0.25,28.1,52.1,Safe
21.7,55.9,0.19,49.8,33.7,Safe
42.4,26.0,1.65,15.6,38.2,Safe
123.7,46.4,0.13,44.7,20.6,Warning
24.7,85.7,4.11,49.3,15.6,Watch
77.9,59.7,0.76,13.5,44.4,Watch
140.4,43.5,8.4,17.4,37.5,Danger
50.5,49.8,2.0,29.3,44.5,Safe
87.9,44.6,1.77,36.3,29.4,Watch
20.7,49.2,4.55,20.7,55.7,Safe
56.3,37.8,3.75,31.4,35.1,Watch
67.1,53.9,2.8,0.0,24.5,Safe
11.6,54.5,8.21,41.5,28.8,Warning
18.9,45.1,1.65,42.2,16.0,Safe
32.7,47.5,4.96,52.8,22.6,Watch
22.3,51.1,1.43,38.6,28.1,Safe
35.9,35.5,5.47,24.4,47.5,Safe
9.9,53.7,0.9,14.8,31.3,Safe
131.3,59.0,1.02,17.8,42.8,Warning
83.5,71.4,3.4,28.7,31.0,Warning
290.9,50.7,0.72,17.3,21.7,Danger
13.0,35.0,0.78,18.5,37.5,Safe
57.9,43.1,1.09,29.4,23.6,Safe
22.5,24.4,3.41,5.8,28.0,Safe
14.9,58.1,6.61,15.1,52.3,Watch
80.3,7.9,3.37,33.3,38.0,Safe
43.5,63.4,5.28,34.0,23.8,Watch
30.9,65.6,2.35,43.0,39.3,Watch
51.7,5.0,0.21,32.3,22.6,Safe
19.6,68.0,0.32,30.5,14.5,Safe
19.0,63.5,2.42,39.6,42.9,Safe
23.2,39.8,1.19,32.9,34.9,Safe
91.6,23.5,0.75,15.4,30.0,Safe
86.6,29.9,1.88,18.0,15.3,Safe
12.4,31.3,3.29,55.1,28.8,Safe
127.6,68.7,1.46,78.3,33.9,Danger
40.7,36.9,4.87,41.0,20.3,Watch
57.2,61.3,4.02,14.9,32.4,Warning
22.5,42.8,3.98,58.5,47.5,Safe
42.4,46.0,12.64,23.5,34.3,Warning
14.8,16.7,1.05,36.4,37.8,Safe
21.2,24.4,3.1,29.7,27.6,Safe
75.7,68.3,5.8,32.8,21.5,Warning
77.0,42.2,2.6,23.4,26.4,Watch
59.2,50.4,4.67,49.5,42.5,Safe
29.3,77.5,1.61,27.2,31.0,Watch
12.2,42.7,2.68,39.2,30.0,Safe
99.3,41.7,0.17,38.9,26.9,Safe
81.0,66.7,12.76,28.3,19.3,Warning
6.0,45.2,4.83,7.4,45.7,Safe
77.9,50.8,6.09,17.6,29.9,Watch
30.9,62.9,3.56,40.7,26.7,Watch
68.7,45.0,0.62,34.6,32.8,Safe
10.0,59.2,0.09,17.8,26.7,Safe
23.6,42.9,6.0,30.7,35.1,Safe
44.8,62.7,1.51,33.1,25.2,Safe
131.4,52.6,0.92,38.7,33.2,Warning
44.9,40.9,2.47,57.3,31.5,Safe
89.1,46.3,1.64,0.0,50.6,Watch
49.6,5.0,3.16,48.2,51.1,Safe
48.3,66.5,1.98,33.3,39.9,Watch
61.5,22.4,3.58,14.5,31.1,Safe
39.8,25.8,5.76,32.5,40.0,Safe
74.4,37.1,0.65,51.7,39.7,Watch
15.9,12.7,1.2,56.2,27.3,Safe
40.0,53.4,1.72,14.7,15.5,Safe
138.9,51.5,9.82,17.3,13.0,Warning
91.7,36.2,1.36,10.6,30.8,Watch
52.9,32.8,1.44,33.5,27.0,Safe
83.1,32.5,3.18,34.2,26.6,Watch
115.0,56.1,1.63,44.8,24.0,Watch
5.1,16.3,9.06,36.6,23.5,Safe
33.4,37.6,6.75,43.4,38.5,Watch
23.5,17.5,2.16,9.2,5.0,Safe
10.8,58.8,3.11,56.3,37.9,Safe
152.2,38.9,0.18,49.5,29.2,Warning
63.7,54.8,3.57,22.1,46.4,Watch
81.1,67.5,3.68,18.2,34.7,Watch
24.4,67.8,1.34,41.2,14.7,Watch
32.8,26.6,0.74,6.6,13.3,Safe
41.5,50.6,7.4,19.0,20.6,Watch
55.9,65.2,1.67,14.6,34.6,Safe
72.5,57.5,3.18,28.5,14.9,Safe
69.3,59.3,0.1,23.3,33.1,Safe
34.6,12.9,1.6,18.2,39.0,Safe
118.1,57.3,5.1,16.7,26.7,Warning
102.4,30.7,1.47,20.4,23.1,Watch
51.8,57.0,2.77,12.1,10.5,Safe
42.7,56.6,0.71,38.1,47.1,Safe
32.5,55.6,1.62,46.9,50.3,Watch
56.1,43.0,7.88,36.0,44.2,Watch
98.7,68.7,2.51,50.7,29.2,Danger
43.5,54.2,6.97,17.4,31.5,Safe
26.2,50.8,6.97,18.8,38.9,Watch
42.7,28.2,8.66,36.6,33.5,Safe
52.5,52.1,6.77,38.6,5.0,Watch
14.8,80.6,0.01,30.2,41.2,Watch
11.3,20.0,8.15,29.6,44.2,Safe
26.7,58.1,0.44,14.0,42.7,Safe
117.9,60.4,0.12,0.0,36.5,Warning
95.0,76.1,0.17,38.4,41.6,Warning
8.7,58.1,1.29,44.7,17.9,Safe
18.2,45.2,2.91,23.5,31.1,Safe
71.6,52.6,1.54,21.7,25.3,Safe
29.7,40.2,0.08,20.1,46.5,Safe
58.4,66.9,1.94,24.4,33.8,Watch
9.3,17.1,1.75,45.1,30.4,Safe
42.1,36.2,4.24,16.0,21.8,Safe
38.7,53.0,0.98,39.7,21.4,Safe
81.4,66.1,0.74,22.5,20.7,Watch
55.9,44.8,0.89,0.1,39.5,Safe
46.5,30.9,1.09,24.9,38.0,Safe
7.1,41.2,2.74,54.6,34.5,Safe
141.8,38.4,1.91,19.7,39.9,Watch
68.0,39.2,1.23,26.4,23.9,Safe
22.7,37.2,1.41,30.1,13.6,Safe
45.6,37.2,1.39,33.0,38.8,Safe
30.5,14.1,10.77,53.1,31.4,Watch
35.4,50.4,0.8,18.1,40.3,Safe
94.0,57.1,5.11,30.2,36.3,Warning
18.2,72.0,3.7,41.4,31.3,Watch
70.0,60.5,0.02,19.3,34.1,Safe
96.7,59.6,14.96,31.1,46.1,Danger
62.4,50.3,4.24,44.7,29.1,Watch
36.8,13.3,3.44,22.2,39.4,Safe
21.2,50.0,1.56,27.4,35.1,Watch
24.0,47.0,2.43,12.7,15.3,Safe
46.3,63.5,0.88,44.2,18.9,Watch
43.4,55.2,0.11,32.4,31.6,Safe
76.3,42.7,5.42,23.6,27.0,Watch
10.1,80.2,6.8,25.4,22.5,Warning
93.2,60.3,0.53,29.9,42.7,Danger
204.7,51.1,4.64,35.0,17.0,Danger
39.6,53.2,4.05,20.2,30.0,Safe
35.0,46.1,0.59,21.4,23.3,Safe
37.7,45.3,1.64,26.1,46.8,Safe
45.1,5.9,1.65,32.3,57.2,Safe
32.8,28.5,4.28,54.1,28.9,Safe
5.2,35.3,5.45,18.0,40.5,Safe
37.0,53.1,0.3,5.2,44.7,Safe
47.2,15.3,2.48,51.0,41.0,Watch
100.1,35.6,4.3,16.8,39.9,Warning
17.9,33.3,4.63,52.0,14.3,Safe
127.7,47.1,0.48,48.7,43.8,Watch
31.0,53.2,2.24,38.2,35.6,Safe
20.0,33.4,5.85,48.2,29.7,Watch
68.0,34.7,1.15,2.5,31.2,Safe
28.1,32.8,1.66,9.7,34.6,Safe
40.2,38.0,4.89,34.3,29.5,Watch
42.4,44.1,0.28,24.2,28.5,Safe
65.3,68.7,5.89,18.2,22.2,Warning
39.3,26.8,1.12,42.1,37.1,Safe
36.0,76.5,0.0,33.9,30.4,Watch
30.3,22.8,0.8,45.7,24.1,Safe
60.6,62.2,0.28,24.4,33.0,Safe
26.8,36.4,0.29,29.8,32.4,Safe
102.4,28.6,3.54,53.1,37.1,Warning
42.8,68.7,0.72,10.7,31.7,Safe
7.6,46.5,8.19,28.7,38.2,Watch
52.5,45.8,2.18,16.9,29.3,Watch
59.0,40.0,1.85,55.4,30.0,Watch
103.2,34.5,1.71,66.1,34.8,Warning
22.1,41.8,3.54,33.1,35.9,Safe
19.3,5.0,1.81,37.4,44.1,Safe
66.8,11.6,0.41,28.4,42.5,Safe
91.9,52.1,6.37,27.9,31.6,Warning
21.3,66.3,1.68,31.3,17.9,Watch
51.1,69.5,0.23,9.8,38.8,Safe
39.8,27.8,2.26,39.9,37.3,Safe
22.0,48.5,3.13,15.2,34.2,Safe
38.0,5.5,0.97,24.7,39.7,Safe
87.4,38.7,4.83,30.5,28.3,Watch
42.9,59.8,3.32,18.6,16.0,Safe
36.5,44.7,3.15,39.0,23.3,Safe
64.3,39.0,1.64,22.9,5.0,Safe
92.9,44.8,9.8,46.0,36.4,Danger
17.6,68.1,0.96,16.9,31.3,Safe
52.7,40.6,2.59,27.5,40.6,Watch
31.1,46.3,1.11,13.9,39.5,Safe
43.1,72.3,4.1,44.7,27.1,Warning
68.0,40.9,0.15,25.3,23.8,Watch
33.2,15.5,0.14,21.6,24.1,Safe
39.1,69.6,5.0,27.2,51.2,Warning
82.5,63.3,1.71,28.4,30.5,Warning
57.9,5.1,1.25,36.1,29.3,Safe
38.4,42.7,2.81,38.1,34.9,Safe
46.3,44.6,3.63,27.7,16.1,Safe
43.8,69.6,0.67,29.4,28.0,Watch
6.9,44.7,0.62,0.0,23.4,Safe
46.9,48.0,9.52,23.2,21.3,Watch
12.6,48.5,2.67,51.5,29.4,Safe
91.1,36.6,1.48,36.7,32.5,Safe
12.3,68.4,4.85,13.9,19.5,Safe
29.9,30.7,2.23,24.2,28.3,Safe
25.3,36.3,0.83,21.0,32.8,Safe
114.7,44.9,0.69,46.1,36.5,Warning
88.6,20.9,1.52,44.5,29.3,Watch
2.9,76.8,5.9,18.3,35.3,Watch
41.3,45.0,0.19,30.1,28.5,Safe
15.0,59.8,0.74,13.0,44.8,Safe
47.1,27.8,6.71,20.6,37.4,Watch
66.9,57.8,0.39,21.2,25.3,Safe
50.1,59.3,2.98,19.5,27.0,Watch
69.8,61.9,0.72,35.5,35.9,Watch
33.9,79.3,2.79,50.2,26.7,Watch
51.3,35.0,1.45,29.1,12.7,Safe
68.1,41.6,0.32,14.2,35.0,Safe
28.9,29.8,2.62,33.1,28.2,Safe
19.7,43.3,3.45,33.1,38.8,Watch
24.2,57.0,3.42,27.2,32.4,Safe
38.0,56.0,3.04,57.9,38.5,Warning
42.2,74.5,2.08,33.7,57.2,Warning
53.5,53.8,2.2,38.6,44.8,Watch
22.1,45.0,3.03,0.0,28.5,Safe
69.5,25.3,3.52,15.6,36.2,Watch
132.3,60.6,3.19,37.7,33.2,Warning
25.5,42.2,2.65,34.3,34.7,Safe
181.5,61.0,0.51,24.3,16.3,Warning
144.1,37.4,0.71,36.8,42.5,Watch
42.1,66.6,0.9,43.9,8.9,Watch
37.1,52.0,7.56,22.9,31.8,Watch
23.9,62.9,4.27,20.7,14.4,Safe
76.7,51.9,2.41,26.2,25.0,Watch
44.2,28.3,0.87,37.5,34.1,Safe
47.9,38.4,0.35,21.4,40.7,Safe
20.1,22.0,6.87,42.8,42.2,Watch
78.2,48.3,6.7,22.8,30.1,Warning
34.8,18.7,0.35,21.6,41.9,Safe
16.1,50.3,4.79,65.2,31.4,Safe
39.5,5.0,1.78,11.5,24.9,Safe
21.3,59.6,1.17,41.7,35.7,Watch
103.3,25.1,4.03,2.9,22.8,Safe
142.8,27.8,2.86,39.9,30.7,Warning
40.4,69.7,4.54,70.4,27.2,Watch
86.9,50.8,0.23,45.9,16.5,Safe
85.4,60.2,1.15,50.1,35.3,Watch
0.6,26.9,1.15,28.6,33.4,Safe
24.2,62.3,1.2,44.1,43.5,Watch
45.7,42.5,2.09,33.7,13.3,Safe
29.6,47.1,1.0,60.4,24.9,Watch
22.6,71.8,1.76,13.4,43.3,Safe
89.4,24.1,1.38,47.8,37.3,Safe
28.6,61.4,3.99,36.4,39.2,Watch
53.6,51.9,2.78,16.3,46.5,Watch
84.1,41.2,3.18,25.9,24.4,Safe
107.3,25.3,0.71,6.0,23.4,Watch
16.1,41.0,1.18,0.0,40.6,Safe
17.5,30.3,0.06,12.0,38.3,Safe
49.3,66.4,0.34,24.2,30.7,Safe
5.1,46.7,0.92,31.2,30.5,Safe
18.3,32.8,0.2,10.4,22.3,Safe
96.1,19.1,2.77,25.3,47.8,Safe
65.7,36.7,18.85,33.5,52.3,Danger
38.0,67.3,0.32,21.4,43.2,Watch
58.9,47.0,5.16,13.8,38.5,Watch
68.9,41.8,0.38,19.0,37.9,Safe
11.2,75.6,3.33,50.0,35.3,Safe
28.2,37.5,3.09,4.1,14.4,Safe
104.9,30.5,6.99,47.3,27.2,Warning
50.0,52.3,0.36,50.5,40.2,Watch
52.2,52.6,1.14,24.7,23.5,Safe
40.5,34.4,0.29,36.9,33.6,Safe
7.0,30.6,1.57,18.3,43.6,Safe
25.2,71.0,7.28,34.0,43.7,Warning
56.4,37.2,4.56,63.4,41.4,Watch
28.7,18.9,3.85,49.1,34.8,Safe
16.7,48.5,2.28,22.4,40.0,Safe
18.8,61.1,6.45,10.2,29.6,Watch
106.3,41.6,1.79,25.6,49.0,Watch
27.5,54.7,0.49,34.1,16.1,Safe
92.5,26.1,5.45,40.8,32.7,Watch
52.3,56.3,0.98,28.4,27.3,Safe
34.6,27.8,0.17,56.8,38.8,Safe
21.6,50.5,0.4,30.5,28.6,Safe
67.0,58.8,2.82,22.9,56.2,Watch
84.9,46.8,2.8,37.9,41.2,Watch
71.5,22.8,0.9,40.5,22.0,Safe
12.4,23.5,3.9,18.6,5.3,Safe
27.4,73.7,4.46,15.9,20.6,Safe
30.2,31.2,7.6,5.4,37.6,Safe
5.4,58.8,2.64,25.7,29.4,Safe
58.5,47.1,4.53,48.3,26.3,Watch
64.6,26.9,4.2,40.0,24.8,Safe
63.0,35.4,0.89,46.9,40.3,Safe
55.8,75.6,1.11,20.2,28.7,Safe
32.4,100.0,1.95,27.5,27.6,Watch
20.9,39.3,0.06,1.4,41.9,Safe
32.3,38.0,1.06,45.1,47.6,Watch
52.7,15.5,1.93,50.1,20.9,Safe
98.3,15.3,0.34,14.0,43.8,Safe
44.2,29.6,0.4,54.4,30.9,Safe
43.1,37.0,1.87,26.5,41.2,Safe
6.1,44.5,3.94,13.8,38.6,Safe
55.2,57.4,5.38,25.3,32.2,Safe
103.1,49.0,2.37,39.4,32.6,Warning
38.2,57.7,1.93,29.2,38.7,Watch
36.0,33.9,1.45,21.3,21.0,Safe
30.7,43.7,0.64,38.9,20.6,Safe
68.6,38.4,0.48,40.3,52.8,Safe
5.7,22.2,4.71,27.4,43.7,Safe
92.5,9.5,1.88,24.6,41.9,Watch
34.8,33.0,4.69,21.8,30.4,Safe
56.0,5.0,3.65,37.2,15.6,Safe
72.3,24.6,0.65,5.9,26.7,Safe
18.6,54.8,2.14,18.6,36.1,Safe
41.0,48.2,1.76,27.6,43.5,Warning
34.2,45.4,1.65,18.2,36.3,Safe
14.7,66.2,2.35,33.8,36.6,Safe
84.5,31.9,12.07,32.5,30.3,Watch
32.0,57.3,5.03,67.2,38.5,Warning
14.1,30.5,7.02,18.6,22.9,Safe
43.0,50.0,0.09,29.8,33.2,Safe
10.5,47.8,0.45,15.6,29.7,Safe
28.7,48.7,0.27,59.1,46.5,Safe
51.9,38.0,0.92,55.5,5.0,Safe
9.4,50.7,1.75,6.5,30.5,Safe
65.5,52.2,3.08,27.5,34.5,Safe
44.7,19.2,2.08,30.5,13.5,Safe
72.6,60.3,7.0,24.9,39.4,Watch
72.1,22.8,8.43,22.7,30.7,Watch
27.9,29.2,0.54,41.6,22.5,Safe
28.6,49.4,5.75,56.8,42.2,Watch
59.0,55.8,1.97,42.1,24.6,Safe
16.0,49.0,1.81,43.0,40.1,Watch
16.1,50.9,4.61,24.7,33.9,Safe
24.8,24.5,0.29,45.3,27.9,Safe
11.5,35.6,6.42,45.2,21.9,Watch
14.0,8.1,3.33,22.9,24.9,Safe
14.5,28.5,6.24,26.5,40.8,Safe
32.1,20.9,15.6,6.4,43.5,Watch
30.9,45.2,2.19,9.7,38.9,Safe
80.4,87.4,0.29,23.5,31.7,Watch
32.6,58.7,0.55,14.0,38.9,Safe
38.7,5.0,1.17,42.1,35.2,Safe
126.2,17.7,0.33,27.6,26.0,Safe
3.1,21.6,5.07,38.0,22.8,Safe
48.3,13.4,1.06,11.7,28.9,Safe
34.8,39.9,11.17,49.5,25.7,Watch
52.0,49.1,3.64,37.3,33.3,Safe
26.1,21.7,0.57,36.1,48.1,Safe
32.4,41.0,1.94,44.2,34.8,Watch
95.2,49.0,1.89,34.8,46.7,Warning
58.4,57.6,2.03,14.8,32.0,Safe
33.7,47.8,2.3,39.4,30.3,Safe
21.3,50.9,0.1,18.2,16.8,Safe
16.0,44.3,3.48,33.2,38.4,Safe
27.5,26.7,2.0,18.4,25.4,Safe
36.1,30.7,4.7,54.9,23.4,Safe
125.9,21.2,5.07,40.0,21.9,Watch
45.7,72.0,0.79,45.1,35.5,Warning
23.6,18.6,0.15,18.6,26.2,Safe
3.1,62.1,3.64,34.5,48.5,Safe
20.8,18.7,11.42,32.9,43.2,Watch
27.5,58.8,1.78,31.7,26.7,Safe
49.1,62.5,0.9,0.9,8.3,Safe
28.4,65.7,0.51,59.5,33.2,Safe
129.8,26.3,1.02,29.4,28.9,Watch
34.2,48.0,1.19,37.5,40.9,Safe
82.2,34.2,1.65,10.3,32.1,Safe
8.6,29.0,3.2,52.0,43.5,Safe
39.4,45.8,0.96,50.7,36.9,Watch
21.0,59.7,0.16,42.8,19.2,Safe
83.8,34.3,1.4,34.1,24.5,Watch
30.0,50.9,5.81,65.0,27.5,Watch
97.0,28.7,2.07,44.7,30.3,Watch
64.9,26.2,10.04,9.5,29.3,Watch
26.8,39.2,2.1,33.4,39.2,Safe
